brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url
Skoda,Elroq 50,160,52.0,Lithium-ion,192,310,149,310,9.0,90,CCS,1000,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3031/Skoda-Elroq-50
Skoda,Elroq 60,160,59.0,Lithium-ion,216,310,149,350,8.5,110,CCS,1000,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3032/Skoda-Elroq-60
Skoda,Elroq 85,180,77.0,Lithium-ion,288,545,145,450,6.6,120,CCS,1000,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3033/Skoda-Elroq-85
Skoda,Elroq RS,180,79.0,Lithium-ion,288,679,151,450,5.4,135,CCS,1200,470,5,AWD,JC - Medium,4488,1884,1608,SUV,https://ev-database.org/car/3183/Skoda-Elroq-RS
Skoda,Enyaq 60,160,59.0,Lithium-ion,216,310,145,360,8.1,110,CCS,1000,585,5,RWD,JC - Medium,4658,1879,1622,SUV,https://ev-database.org/car/3096/Skoda-Enyaq-60
Skoda,Enyaq 85,180,77.0,Lithium-ion,288,545,141,455,6.7,120,CCS,1000,585,5,RWD,JC - Medium,4658,1879,1622,SUV,https://ev-database.org/car/3097/Skoda-Enyaq-85
Skoda,Enyaq 85x,180,77.0,Lithium-ion,288,679,150,450,6.7,120,CCS,1200,585,5,AWD,JC - Medium,4658,1879,1620,SUV,https://ev-database.org/car/3098/Skoda-Enyaq-85x
Skoda,Enyaq Coupe 60,160,59.0,Lithium-ion,216,310,141,370,8.1,110,CCS,1000,570,5,RWD,JC - Medium,4658,1879,1623,SUV,https://ev-database.org/car/3099/Skoda-Enyaq-Coupe-60
Skoda,Enyaq Coupe 85,180,77.0,Lithium-ion,288,545,138,470,6.7,120,CCS,1000,570,5,RWD,JC - Medium,4658,1879,1623,SUV,https://ev-database.org/car/3100/Skoda-Enyaq-Coupe-85
Skoda,Enyaq Coupe 85x,180,77.0,Lithium-ion,288,679,146,460,6.7,120,CCS,1200,570,5,AWD,JC - Medium,4658,1879,1621,SUV,https://ev-database.org/car/3101/Skoda-Enyaq-Coupe-85x
Skoda,Enyaq Coupe RS,180,79.0,Lithium-ion,288,679,143,470,5.4,135,CCS,1200,570,5,AWD,JC - Medium,4660,1879,1608,SUV,https://ev-database.org/car/3185/Skoda-Enyaq-Coupe-RS
Skoda,Enyaq RS,180,79.0,Lithium-ion,288,679,147,460,5.4,135,CCS,1200,585,5,AWD,JC - Medium,4660,1879,1607,SUV,https://ev-database.org/car/3184/Skoda-Enyaq-RS
Skywell,BE11 Long Range,150,81.0,Lithium-ion,,320,166,390,9.6,50,CCS,,467,5,FWD,JD - Large,4720,1908,1696,SUV,https://ev-database.org/car/3065/Skywell-BE11-Long-Range
Skywell,BE11 Standard Range,150,68.0,Lithium-ion,,320,149,330,9.6,50,CCS,,467,5,FWD,JD - Large,4720,1908,1696,SUV,https://ev-database.org/car/3064/Skywell-BE11-Standard-Range
Smart,#1 Brabus,180,62.0,Lithium-ion,,584,155,325,3.9,100,CCS,1600,313,5,AWD,JB - Compact,4300,1822,1636,SUV,https://ev-database.org/car/1748/Smart-1-Brabus
Smart,#1 Premium,180,62.0,Lithium-ion,,343,141,335,6.7,100,CCS,1600,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2053/Smart-1-Premium
Smart,#1 Pro,180,47.0,Lithium-ion,,343,152,250,6.7,65,CCS,0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2041/Smart-1-Pro
Smart,#1 Pro+,180,62.0,Lithium-ion,,343,148,335,6.7,100,CCS,1600,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/1667/Smart-1-Proplus
Smart,#1 Pulse,180,62.0,Lithium-ion,,584,155,325,4.5,100,CCS,1600,313,5,AWD,JB - Compact,4300,1822,1636,SUV,https://ev-database.org/car/1920/Smart-1-Pulse
Smart,#1 Pure,180,47.0,Lithium-ion,,343,152,250,6.7,65,CCS,0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2217/Smart-1-Pure
Smart,#1 Pure+,180,62.0,Lithium-ion,,343,148,335,6.7,100,CCS,1600,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2218/Smart-1-Pureplus
Smart,#3 Brabus,180,62.0,Lithium-ion,,543,149,335,3.7,100,CCS,1600,370,5,AWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/2000/Smart-3-Brabus
Smart,#3 Premium,180,62.0,Lithium-ion,,343,136,355,5.8,110,CCS,1600,370,5,RWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/2054/Smart-3-Premium
Smart,#3 Pro,180,47.0,Lithium-ion,,343,145,265,5.9,65,CCS,0,370,5,RWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/2052/Smart-3-Pro
Smart,#3 Pro+,180,62.0,Lithium-ion,,343,143,355,5.8,110,CCS,1600,370,5,RWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/1999/Smart-3-Proplus
Smart,#5 Brabus,210,94.0,Lithium-ion,,710,174,450,3.8,230,CCS,1600,630,5,AWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3179/Smart-5-Brabus
Smart,#5 Premium,200,94.0,Lithium-ion,,373,159,465,6.5,230,CCS,1600,630,5,RWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3143/Smart-5-Premium
Smart,#5 Pro,200,74.4,Lithium-ion,,373,160,370,6.9,110,CCS,1600,630,5,RWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3141/Smart-5-Pro
Smart,#5 Pro+,200,94.0,Lithium-ion,,373,159,465,6.5,230,CCS,1600,630,5,RWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3142/Smart-5-Proplus
Smart,#5 Pulse,200,94.0,Lithium-ion,,643,174,455,4.9,230,CCS,1600,630,5,AWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3144/Smart-5-Pulse
Smart,#5 Summit Edition,200,94.0,Lithium-ion,,643,174,455,4.9,230,CCS,1600,630,5,AWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3145/Smart-5-Summit-Edition
Subaru,Solterra AWD,160,64.0,Lithium-ion,96,336,154,320,6.9,100,CCS,750,441,5,AWD,JC - Medium,4690,1860,1650,SUV,https://ev-database.org/car/1567/Subaru-Solterra-AWD
Tesla,Model 3 Long Range AWD (Highland),201,75.0,Lithium-ion,4416,493,119,525,4.4,124,CCS,1000,594,5,AWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/1992/Tesla-Model-3-Long-Range-AWD
Tesla,Model 3 Long Range RWD (Highland),201,75.0,Lithium-ion,4416,450,117,545,5.2,124,CCS,1000,594,5,RWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/3034/Tesla-Model-3-Long-Range-RWD
Tesla,Model 3 Performance (Highland),262,75.0,Lithium-ion,4416,741,142,490,3.2,124,CCS,0,594,5,AWD,D - Large,4720,1849,1431,Sedan,https://ev-database.org/car/2188/Tesla-Model-3-Performance
Tesla,Model 3 RWD (Highland CATL LFP64),201,60.5,Lithium-ion,,420,116,445,6.1,110,CCS,1000,594,5,RWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/3186/Tesla-Model-3-RWD
Tesla,Model S Dual Motor,250,95.0,Lithium-ion,7920,,150,575,3.2,140,CCS,1600,709,5,AWD,F - Luxury,5021,1987,1431,Liftback Sedan,https://ev-database.org/car/1404/Tesla-Model-S-Dual-Motor
Tesla,Model S Plaid,282,95.0,Lithium-ion,7920,,158,560,2.3,140,CCS,1600,709,5,AWD,F - Luxury,5021,1987,1431,Liftback Sedan,https://ev-database.org/car/1405/Tesla-Model-S-Plaid
Tesla,Model X Dual Motor,250,95.0,Lithium-ion,7920,,165,485,3.9,140,CCS,2250,425,7,AWD,JF - Luxury,5057,1999,1680,SUV,https://ev-database.org/car/1407/Tesla-Model-X-Dual-Motor
Tesla,Model X Plaid,262,95.0,Lithium-ion,7920,,180,465,2.7,140,CCS,2250,425,7,AWD,JF - Luxury,5057,1999,1680,SUV,https://ev-database.org/car/1408/Tesla-Model-X-Plaid
Tesla,Model Y Long Range AWD (Juniper),201,75.0,Lithium-ion,4416,493,132,455,4.8,124,CCS,1600,854,5,AWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3104/Tesla-Model-Y-Long-Range-AWD
Tesla,Model Y Long Range RWD (Juniper),201,75.0,Lithium-ion,4416,450,121,470,5.6,124,CCS,1600,854,5,RWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3120/Tesla-Model-Y-Long-Range-RWD
Tesla,Model Y RWD (Juniper),201,60.5,Lithium-ion,,420,121,375,5.9,110,CCS,1600,854,5,RWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3103/Tesla-Model-Y-RWD
Toyota,PROACE Verso L 75 kWh,130,68.0,Lithium-ion,324,260,204,260,13.3,79,CCS,1000,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2267/Toyota-PROACE-Verso-L-75-kWh
Toyota,PROACE Verso M 50 kWh,130,46.3,Lithium-ion,216,260,217,180,12.1,78,CCS,1000,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2264/Toyota-PROACE-Verso-M-50-kWh
Toyota,PROACE Verso M 75 kWh,130,68.0,Lithium-ion,324,260,202,260,13.3,79,CCS,1000,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2266/Toyota-PROACE-Verso-M-75-kWh
Toyota,Proace City Verso Electric L1 50 kWh,132,50.0,Lithium-ion,,260,149,235,11.7,80,CCS,750,775,5,FWD,N - Passenger Van,4403,1921,1803,Small Passenger Van,https://ev-database.org/car/2165/Toyota-Proace-City-Verso-Electric-L1-50-kWh
Toyota,Proace City Verso Electric L2 50 kWh,132,50.0,Lithium-ion,,260,149,230,11.7,80,CCS,750,1050,7,FWD,N - Passenger Van,4753,1921,1814,Small Passenger Van,https://ev-database.org/car/2166/Toyota-Proace-City-Verso-Electric-L2-50-kWh
Toyota,bZ4X AWD,160,64.0,Lithium-ion,96,336,154,345,6.9,100,CCS,750,452,5,AWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/1565/Toyota-bZ4X-AWD
Toyota,bZ4X FWD,160,64.0,Lithium-ion,96,265,145,350,7.5,100,CCS,750,452,5,FWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/1564/Toyota-bZ4X-FWD
VinFast,VF 8 Eco Extended Range,200,87.7,Lithium-ion,,500,186,405,5.9,120,CCS,1800,376,5,AWD,JD - Large,4750,1934,1667,SUV,https://ev-database.org/car/1807/VinFast-VF-8-Eco-Extended-Range
VinFast,VF 8 Plus Extended Range,200,87.7,Lithium-ion,,620,196,400,5.5,120,CCS,1800,376,5,AWD,JD - Large,4750,1934,1667,SUV,https://ev-database.org/car/1809/VinFast-VF-8-Plus-Extended-Range
Volkswagen,ID. Buzz LWB GTX,160,86.0,Lithium-ion,312,560,182,350,6.5,145,CCS,1600,1340,7,AWD,N - Passenger Van,4960,1985,1927,Small Passenger Van,https://ev-database.org/car/2157/Volkswagen-ID-Buzz-LWB-GTX-
Volkswagen,ID. Buzz LWB Pro,160,86.0,Lithium-ion,312,560,190,370,7.9,145,CCS,1000,1340,7,RWD,N - Passenger Van,4962,1985,1924,Small Passenger Van,https://ev-database.org/car/2154/Volkswagen-ID-Buzz-LWB-Pro
Volkswagen,ID. Buzz NWB GTX,160,79.0,Lithium-ion,288,560,194,330,6.5,135,CCS,1800,1121,6,AWD,N - Passenger Van,4712,1985,1925,Small Passenger Van,https://ev-database.org/car/2156/Volkswagen-ID-Buzz-NWB-GTX
Volkswagen,ID. Buzz NWB Pro,160,79.0,Lithium-ion,288,560,187,360,7.6,135,CCS,1200,1121,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,https://ev-database.org/car/2232/Volkswagen-ID-Buzz-NWB-Pro
Volkswagen,ID. Buzz NWB Pure,145,59.0,Lithium-ion,216,310,178,275,10.7,110,CCS,1000,1121,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,https://ev-database.org/car/3119/Volkswagen-ID-Buzz-NWB-Pure
Volkswagen,ID.3 GTX,180,79.0,Lithium-ion,288,545,131,470,5.9,135,CCS,0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2152/Volkswagen-ID3-GTX
Volkswagen,ID.3 GTX Performance,200,79.0,Lithium-ion,288,545,131,465,5.6,135,CCS,0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2153/Volkswagen-ID3-GTX-Performance
Volkswagen,ID.3 Pro,160,59.0,Lithium-ion,216,310,136,365,7.6,110,CCS,0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2213/Volkswagen-ID3-Pro
Volkswagen,ID.3 Pro S,160,77.0,Lithium-ion,288,310,138,465,7.1,120,CCS,0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2210/Volkswagen-ID3-Pro-S
Volkswagen,ID.3 Pure,160,52.0,Lithium-ion,192,310,134,325,8.2,90,CCS,0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2214/Volkswagen-ID3-Pure
Volkswagen,ID.4 GTX,180,77.0,Lithium-ion,288,679,152,420,5.4,120,CCS,1200,543,5,AWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2030/Volkswagen-ID4-GTX
Volkswagen,ID.4 Pro,180,77.0,Lithium-ion,288,545,149,445,6.7,120,CCS,1000,543,5,RWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2028/Volkswagen-ID4-Pro
Volkswagen,ID.4 Pro 4MOTION,180,77.0,Lithium-ion,288,679,155,435,6.6,120,CCS,1200,543,5,AWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2029/Volkswagen-ID4-Pro-4MOTION
Volkswagen,ID.4 Pure,160,52.0,Lithium-ion,192,310,143,285,9.0,87,CCS,1000,543,5,RWD,JC - Medium,4584,1852,1640,SUV,https://ev-database.org/car/2027/Volkswagen-ID4-Pure
Volkswagen,ID.5 GTX,180,77.0,Lithium-ion,288,679,144,430,5.5,120,CCS,1200,549,5,AWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/2033/Volkswagen-ID5-GTX
Volkswagen,ID.5 Pro,180,77.0,Lithium-ion,288,545,138,460,6.7,120,CCS,1000,549,5,RWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/2031/Volkswagen-ID5-Pro
Volkswagen,ID.5 Pure,160,52.0,Lithium-ion,288,310,142,320,8.9,87,CCS,1000,549,5,RWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/3080/Volkswagen-ID5-Pure
Volkswagen,ID.7 GTX,180,86.0,Lithium-ion,312,560,145,500,5.4,145,CCS,1200,532,5,AWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/2216/Volkswagen-ID7-GTX
Volkswagen,ID.7 Pro,180,77.0,Lithium-ion,288,550,132,475,6.5,125,CCS,1000,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/1839/Volkswagen-ID7-Pro
Volkswagen,ID.7 Pro S,180,86.0,Lithium-ion,312,550,133,525,6.6,145,CCS,1000,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/1840/Volkswagen-ID7-Pro-S
Volkswagen,ID.7 Tourer GTX,180,86.0,Lithium-ion,312,560,147,500,5.5,145,CCS,1200,605,5,AWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2158/Volkswagen-ID7-Tourer-GTX
Volkswagen,ID.7 Tourer Pro,180,77.0,Lithium-ion,288,550,146,470,6.6,125,CCS,1000,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2118/Volkswagen-ID7-Tourer-Pro
Volkswagen,ID.7 Tourer Pro S,180,86.0,Lithium-ion,312,550,125,520,6.7,145,CCS,1000,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2119/Volkswagen-ID7-Tourer-Pro-S
Volvo,EC40 Single Motor (MY26),180,67.0,Lithium-ion,,420,151,360,7.3,110,CCS,1500,404,5,RWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3154/Volvo-EC40-Single-Motor
Volvo,EC40 Single Motor ER (MY26),180,79.0,Lithium-ion,324,420,146,420,7.3,125,CCS,1500,404,5,RWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3155/Volvo-EC40-Single-Motor-ER
Volvo,EC40 Twin Motor (MY26),180,79.0,Lithium-ion,324,670,155,400,4.8,125,CCS,1800,404,5,AWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3156/Volvo-EC40-Twin-Motor
Volvo,EC40 Twin Motor Performance (MY26),180,79.0,Lithium-ion,324,670,155,400,4.6,125,CCS,1800,404,5,AWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3157/Volvo-EC40-Twin-Motor-Performance
Volvo,ES90 Single Motor (MY26),180,88.0,Lithium-ion,,480,135,485,6.9,190,CCS,1600,446,5,RWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3128/Volvo-ES90-Single-Motor
Volvo,ES90 Twin Motor (MY26),180,102.0,Lithium-ion,,670,146,530,5.5,225,CCS,2000,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3129/Volvo-ES90-Twin-Motor
Volvo,ES90 Twin Motor Performance (MY26),180,102.0,Lithium-ion,,870,146,530,4.0,225,CCS,2000,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3130/Volvo-ES90-Twin-Motor-Performance
Volvo,EX30 Cross Country (MY26),180,65.0,Lithium-ion,,543,152,330,3.7,114,CCS,1600,318,5,AWD,JB - Compact,4233,1837,1573,SUV,https://ev-database.org/car/3118/Volvo-EX30-Cross-Country
Volvo,EX30 Single Motor (MY24-26),180,49.0,Lithium-ion,,343,147,275,5.7,80,CCS,1000,318,5,RWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1909/Volvo-EX30-Single-Motor
Volvo,EX30 Single Motor ER (MY24-26),180,65.0,Lithium-ion,,343,138,365,5.3,113,CCS,1600,318,5,RWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1910/Volvo-EX30-Single-Motor-ER
Volvo,EX30 Twin Motor Performance (MY24-26),180,65.0,Lithium-ion,,543,145,340,3.6,113,CCS,1600,318,5,AWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1911/Volvo-EX30-Twin-Motor-Performance
Volvo,EX40 Single Motor (MY26),180,67.0,Lithium-ion,,420,154,345,7.3,110,CCS,1500,410,5,RWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3158/Volvo-EX40-Single-Motor
Volvo,EX40 Single Motor ER (MY26),180,79.0,Lithium-ion,324,420,152,400,7.3,125,CCS,1500,410,5,RWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3159/Volvo-EX40-Single-Motor-ER
Volvo,EX40 Twin Motor (MY26),180,79.0,Lithium-ion,324,670,163,385,4.8,125,CCS,1800,410,5,AWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3160/Volvo-EX40-Twin-Motor
Volvo,EX40 Twin Motor Performance (MY26),180,79.0,Lithium-ion,324,670,163,385,4.6,125,CCS,1800,410,5,AWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3161/Volvo-EX40-Twin-Motor-Performance
Volvo,EX90 Single Motor (MY24-26),180,100.0,Lithium-ion,192,490,182,460,8.4,140,CCS,1200,310,7,RWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1950/Volvo-EX90-Single-Motor
Volvo,EX90 Twin Motor (MY24-26),180,107.0,Lithium-ion,204,770,188,470,5.9,150,CCS,2200,310,7,AWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1775/Volvo-EX90-Twin-Motor
Volvo,EX90 Twin Motor Performance (MY24-26),180,107.0,Lithium-ion,204,910,188,455,4.9,150,CCS,2200,310,7,AWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1776/Volvo-EX90-Twin-Motor-Performance
Voyah,Free 106 kWh,200,100.0,Lithium-ion,,720,200,480,4.4,80,CCS,2000,550,5,AWD,JE - Executive,4905,1950,1645,SUV,https://ev-database.org/car/2049/Voyah-Free-106-kWh
XPENG,G6 AWD Performance,200,87.5,Lithium-ion,,660,159,475,4.1,180,CCS,1500,571,5,AWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2183/XPENG-G6-AWD-Performance
XPENG,G6 RWD Long Range,200,87.5,Lithium-ion,,440,154,480,6.7,180,CCS,1500,571,5,RWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2182/XPENG-G6-RWD-Long-Range
XPENG,G6 RWD Standard Range,200,66.0,Lithium-ion,,440,152,370,6.9,140,CCS,1500,571,5,RWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2181/XPENG-G6-RWD-Standard-Range
XPENG,G9 AWD Performance,200,93.1,Lithium-ion,,717,179,465,3.9,224,CCS,1500,660,5,AWD,JE - Executive,4891,1937,1670,SUV,https://ev-database.org/car/1826/XPENG-G9-AWD-Performance
XPENG,G9 RWD Long Range,200,93.1,Lithium-ion,,430,163,480,6.4,224,CCS,1500,660,5,RWD,JE - Executive,4891,1937,1670,SUV,https://ev-database.org/car/1825/XPENG-G9-RWD-Long-Range
XPENG,G9 RWD Standard Range,200,75.8,Lithium-ion,,430,165,395,6.4,170,CCS,1500,660,5,RWD,JE - Executive,4891,1937,1680,SUV,https://ev-database.org/car/1824/XPENG-G9-RWD-Standard-Range
XPENG,P7 AWD Performance,200,82.7,Lithium-ion,,757,164,460,4.1,138,CCS,0,440,5,AWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1822/XPENG-P7-AWD-Performance
XPENG,P7 RWD Long Range,200,82.7,Lithium-ion,,440,144,495,6.7,138,CCS,0,440,5,RWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1821/XPENG-P7-RWD-Long-Range
XPENG,P7 Wing Edition,200,82.7,Lithium-ion,,757,164,455,4.1,138,CCS,0,440,5,AWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1823/XPENG-P7-Wing-Edition
Zeekr,001 Long Range RWD,200,94.0,Lithium-ion,110,343,152,505,7.2,135,CCS,1500,539,5,RWD,E - Executive,4955,1999,1560,Liftback Sedan,https://ev-database.org/car/1933/Zeekr-001-Long-Range-RWD
Zeekr,001 Performance AWD,200,94.0,Lithium-ion,110,686,159,480,3.8,135,CCS,2000,539,5,AWD,E - Executive,4955,1999,1560,Liftback Sedan,https://ev-database.org/car/1934/Zeekr-001-Performance-AWD
Zeekr,001 Privilege AWD,200,94.0,Lithium-ion,110,686,162,480,3.8,135,CCS,2000,539,5,AWD,E - Executive,4955,1999,1548,Liftback Sedan,https://ev-database.org/car/1935/Zeekr-001-Privilege-AWD
Zeekr,7X Long Range RWD,210,94.0,Lithium-ion,,440,153,475,6.0,260,CCS,2000,539,5,RWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3082/Zeekr-7X-Long-Range-RWD
Zeekr,7X Performance AWD,210,94.0,Lithium-ion,,710,173,450,3.8,260,CCS,2000,539,5,AWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3083/Zeekr-7X-Performance-AWD
Zeekr,7X Premium RWD,210,71.0,Lithium-ion,,440,148,365,6.0,240,CCS,2000,539,5,RWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3081/Zeekr-7X-Premium-RWD
Zeekr,X Core RWD (MY25),190,49.0,Lithium-ion,,343,148,265,5.9,70,CCS,1600,362,5,RWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3197/Zeekr-X-Core-RWD
Zeekr,X Long Range RWD (MY25),190,65.0,Lithium-ion,,343,146,360,5.6,114,CCS,1600,362,5,RWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3198/Zeekr-X-Long-Range-RWD
Zeekr,X Privilege AWD (MY25),190,65.0,Lithium-ion,,543,153,350,3.8,114,CCS,1600,362,5,AWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3199/Zeekr-X-Privilege-AWD
firefly,,150,41.2,Lithium-ion,112,200,125,250,8.1,65,CCS,0,404,5,RWD,B - Compact,4003,1885,1557,Hatchback,https://ev-database.org/car/3178/firefly-firefly
